Какое будущее предлагает?
Сколько длится стыковка?
Рекомендуете их брать?
Какие авиакомпании посмотреть?
Про фавелы будет?
Чтобы не съездить?
Зачем поехал сюда?
Продолжение та будет?
Тоже вызывает улыбку?
Как туда пробраться?
Есть ли рыбалка?
Есть ли Дайвинг?
Куда я еду?
Какой валютой расплачиваться?
Неужели стало скучно?
Почему не танцуете?
Сколько нужно заплатить?
Будет ли дешевле?
Нужно заранее бронировать?
Как выбрать лук?
Сколько и было?
Будем это есть?
Чем жена занимается?
Есть своя больница?
Она танцами занимается?
Я правильно помню?
Когда закончится дождь?
Что не разбудили?
Такие предлагают программы?
Просто так пишу?
Как описать его?
Помойка дома есть?
Что означает нормальный?
Тагил реально разруливает?
Как убить время?
Понравился мне Рио?
Может продать его?
Как это одевать?
Что посоветуешь посетить?
А когда собираться?
Океан пойдём смотреть?
Рекомендуете или нет?
Кто-то нас встречал?
Кстати слышал новости?
Не тяжело таскать?
А куда собирался?
Что делать нужно?
Или лучше пошататься?
Где искать дайвинг-клубы?
По Манаусу походили?
Какие прививки делали?
А ссылка есть?
Я не хочу?
Реально ли купаться?
Что удалось снять?
Какие были экскурсии?
Что посоветуете вообще?
Не испугались ЗИКО?
Какую трибуну брать?
Как вы делали?
Как посоветуете добраться?
Рюкзак впереди носите?
Есть емкости меньше?
Штурм был уже?
Существует ли такой?
Вы так делали?
Айфон не брать?
Во сколько обходится поездка?
Как выгоднее получится?
Ты чувствуешь счастье?
Вы решили пококетничать?
Возможность такая осталась?
А фото покажете?
Попали на молнии?
Во сколько всё стартует?
Всё ли вышло?
Поделитесь своим опытом?
Где можно узнать?
Как заряжать мобильники?
Тоже не спросят?
Еще способы есть?
Зачем ТС пугаешь?
Может порекомендуете кого-то?
Куда ехать сразу?
Её тяжело найти?
Сборы не отменили?
Есть где походить?
Я верно посчитал?
В Колумбии были?
Вы откуда летите?
Будут ли варианты?
Каракас стоит посещать?
Может быть Эквадор?
А почему прекратились?
Понравилась прошлая поездка?
Чё вы смеетесь?
Есть прямые рейсы?
Что скажете?
Есть актуальная информация?
Кто-нибудь летал им?
Можете примерно сказать?
Задержек не было?
Как дешевле добраться?
Где брать тачку?
Сколько времени заняло?
Где покупать сувениры?
Что вам подать?
Смерти моей хотите?
Пойдете с ним?
Не составишь компанию?
Как сами считаете?
Не хватает белка?
А такой был?
Верить или забить?
Что делаешь тут?
Я верно поняла?
Может морем можно?
А сколько ждать?
Ты это хочешь?
Вы делали какие-нибудь?
Где их брать?
Может не туда?
Бронировали ее заранее?
Ночевали на горе?
Почему выбрал Каракас?
Потом багаж нашли?
Сколько стоил перелет?
Как погода была?
Зачем обидели человека?
Ничего не понравилось?
Как оно будет?
Может готовят покушение?
Неужели все заметили?
Почему, спрашиваю?
Клещь там был?
Не собираются запускать?
Видите веревочку слева?
На Адриатике отдыхаешь?
Неужели летим иначе?
Зачем туда идти?
А во сколько темнеет?
А как хотел?
Вы идете сверху?
Я не отравлюсь?
Не рассказывал вам?
Вернусь я туда?
Стоит это того?
А прецеденты были?
Вернулся бы обратно?
Вернулся бы еще?
Есть куда сходить?
Вам они понравились?
А читать умеете?
Где держали кэш?
Зачем я еду?
Как прошел отдых?
Или сделать предоплату?
Может возьмут поменее?
Много забрали то?
Где можно обменять?
Есть тут ценители?
Или там брали?
Может лучше кубинский?
Может это палатка?
А ссылочка есть?
Картахену стоит посмотреть?
Может кто-то просветить?
Что сие означает?
А когда собрался?
Может что-нибудь подскажите?
Как вы поступали?
Может тему откроете?
Туристы есть там?
Есть новости погоды?
Есть проверенные рекомендации?
4 часа хватит?
Может что изменилось?
Какого оператора подключать?
Может как-то по-другому?
Есть ли вечером?
Кто напрямую летает?
Как получилась поездка?
Где лучше питаться?
А фото добавите?
Сколько времени добираться?
А Вы вернулись?
Как удобнее добираться?
Тихий океан посещали?
На кофе смотреть?
Отчего офигела подруга?
Сколько заняла дорога?
Заросли табака узнали?
Лена, восстановите?
Не тяжело будет?
Вы чем занимаетесь?
А джунгли будут?
Опять предпочли забыть?
Что он рассказал?
Может просто завидовали?
Сколько времени ехали?
Какой компанией летели?
Сколько длился шторм?
Вернули или нет?
Стоило ли ехать?
Водятся они там?
Вам понравилась Колумбия?
Крокодилы там водятся?
Спрашивает – Чей?
А поесть где?
Нельзя приносить свое?
Знаете такую страну?
Хотите посмотреть артесанию?
Почему вы волнуетесь?
Ты что офонарел?
Списывались с Джованни?
Код резервы прислали?
Небоскреб все опознали?
Какие авиакомпании летают?
Где лучше поменять?
Почему один день?
Вы же спорите?
Где удалось побывать?
И подниматься наверх?
Как будет лучше?
Там питание есть?
Есть ещё маршруты?
Когда вы приезжаете?
Откуда лучше начать?
Сколько дней планировать?
Есть смысл ехать?
Посоветуйте как лучше?
Просто город посмотреть?
700 долларов хватит?
Как туда подниматься?
Где предполагается ночевать?
Разница во времени?
Кто-то ездил сам?
Где удобнее остановиться?
Как это интерпретировать?
Вы когда приезжаете?
Откуда это пошло?
Неужели граница закроется?
Вы видели постановление?
Название ветки читали?
Стоит ли париться?
Говорите 9-й регион?
Ничего не напутал?
Сколько заняло времени?
4 дня хватит?
Вы прочли отчёт?
Как все-таки происходит?
Кто их воздвиг?
Как его назначить?
Он что получает?
Через 10 минут?
Мы куда-то едем?
Может питаться дорого?
Вам дать адресочек?
Где переночевать бюджетно?
Кто живет здесь?
Время работы закончилось?
Карту можете приложить?
Может надо заплатить?
С пастухами договаривались?
Хватало времени погулять?
А рассказ будет?
Не мерещиться ли?
Каков был маршрут?
Вы где ночевали?
А вам понравилось?
Найдутся ли места?
А во сколько прилетаете?
Отчет писать будете?
А откуда летели?
Куда лучше ехать?
Китов не будет?
Какие проблемы встретились?
Как бюджетно питаться?
Где турагенства искать?
Самому то получится?
Этого не хватит?
Дождя грязи боится?
Или все-таки ошибаюсь?
Какой маршрут был?
Так кто-то делал?
Мы все перепробовали?
Может кто-то поможет?
Как минимизировать расходы?
Можете дать ссылку?
Куда съездить может?
Как можно заблудиться?
Ехать на такси?
Или такси брать?
Есть смысл вечером?
Там не дают?
Во сколько выходит обратный?
В Париж поедете?
Это вы прикалываетесь?
Сигареты спизженые курили?
Может наш консул?
Лодка на день?
Кто может порекомендовать?
Как найти проводника?
Может через Боготу?
Никто не пользовался?
Как вы добирались?
Или может наоборот?
Было ли страшно?
Это ночью произошло?
Отчет писать планируете?
Или уже висит?
Сколько стоит домик?
Может остались контакты?
Что еще хотят?
С чем желаете?
Куда идет навар?
Стой куда идешь?
До отеля поедем?
Насколько сильно качало?
Что значит собрирущий?
Есть велосипеды напрокат?
Или так пропустят?
Кто-нибудь пользовался ими?
Никто не бывал?
С визами разобрались?
Не сделаешь фотографию?
Спрашиваю это пюре?
Стоило ли того?
Доедем или нет?
Что мне запомнилось?
Стоит ли рассматривать?
Может не то смотрел?
Есть ее сайт?
Может написать им?
Где находится музей?
Треккинговые палки использовали?
Такому можно верить?
Вот как быть?
Кто использовал Коартем?
Точнее, попаду?
Можно везти свои?
Долго ли добираться?
Может поделитесь впечатлениями?
Ими не интересовались?
Кого лучше брать?
Реально стало опасней?
Какой информации верить?
Пустят или нет?
Я что-то проглядел?
Сколько хочешь денег?
Где купить сим-карту?
А как приехать?
Есть регулярные шатлы?
Может займемся делом?
Покупаться вообще удастся?
Как назад добираться?
Кто не пускает?
Где платить то?
Или нужно ездить?
А баобабы были?
Хотите ценный совет?
Может кто-то объяснит?
Берег скилетов?
Много дождей было?
Вы их ели?
Подъем легче будет?
Чего там смотреть?
Реально ли застраховаться?
Тоже не замечать?
Вера не позволяет?
А гориллы будут?
Состоялась ли поездка?
Я хотел сэкономить?
Сколько сафари вышло?
Что я увидела?
Может в Уганду?
Или лучше сжечь?
А есть ссылка?
Такая возможность осталась?
Как ест слон?
Ты видела его?
Куда вы исчезли?
Где есть подобное?
Какой препарат принимали?
Где их берут?
Где они работают?
Ее плетками бьют?
Сода есть там?
Что понравилось больше?
Попасть за границу?
Что его ждет?
Где-то можно следить?
А куда собрались?
Какой отель посоветуете?
Это был Джип?
Куда модераторы смотрят?
Может фотографию выложите?
Есть ли варианты?
Почему не верите?
Какие будут комментарии?
Где такие живут?
И где юзал?
Может, змея?
Может изменилось что?
О чем жалеем?
Где Вам понравилось?
Розовое озеро впечатлило?
А чё случилось?
Как они узнали?
Секс три секунды?
Как говорит настроение?
Зачем ему мешать?
Месяца на три?
И оттуда скопировать?
Говорят жарковато сейчас?
Этот форум закрылся?
Купили там симкарту?
Какие трудности есть?
1996 года принимают?
Сколько стоит автобус?
Переживаем насчет погоды?
Махровый халат брать?
Умеет ли плавать?
Вы не фотографировали?
Есть там крокодилы?
Форум покурить пробовали?
Где прикупить экскурсии?
Что происходит сейчас?
Ещё не определились?
Или как добирались?
Знаете сколько стоит?
50 фунтей хватит?
Какие ограничения существуют?
Даже телефоны забирают?
Где искать Голливуд?
И куда погулять?
Сколько времени потребуется?
Чем там заниматься?
Где взять расписание?
Сколько обошлись билеты?
Получается 2 раза?
А что пробовали?
Так что же выходит?
Может уже построили?
Сколько стоит паром?
Интернет не пробовали?
Рейсы не возобновили?
Часто ли ходят?
Может так везло?
Бывает ли дешевле?
Ничего не поменялось?
Кто-нибудь знает расписание?
Когда начинается навигация?
Кто-нибудь что-нибудь знает?
Вы что-то выяснили?
Или египтяне отказывали?
Чем отличаются билеты?
Есть свежие случаи?
А если заметят?
Интересно надолго закрыли?
Почему не порадоваться?
Ничего не ужесточилось?
Дадут ли визу?
Дадут ли пиздюлей?
Имеет место быть?
Кто-нибудь оформлял недавно?
Что это символизирует?
Спрашиваю   Сколько?
Не можете сравнивать?
Вы думаете иначе?
Такое было когда-нибудь?
Может, отменили?
Сколько плавает сейчас?
А где брать?
Прогуляемся по Дахабу?
А бедуинский чай?
Кто не разрешил?
Хотели деревенской жизни?
Или не дошла?
Или глупость сморозила?
Хочешь меня загипнотизировать?
Чем пахнут реки?
Что они обозначают?
Сколько магнит стоит?
Как будем уезжать?
Драться с ним?
Какой смысл собачиться?
Есть красивые места?
Учились в медресе?
Может виноваты пальмы?
До метро доеду?
Или столбики нравятся?
Сколько стоит пропуск?
Не заскучаем ли?
И полетели вдвоём?
Пиво то купил?
Живете впереди времени?
Ты новости смотрел?
Сколько потратил там?
Куда потратил столько?
Чего вы вскинулись?
А зачем проявляете?
А фотографии сохранились?
Вы где проживаете?
Кто-то бросил машину?
В арку ходил?
Почему мимо проходишь?
Случаем не заезжали?
Может это нормально?
Видел мой отчет?
Кто его просит?
Может еще какие?
Не открыли ещё?
Рейс был прямой?
Или есть отличия?
Не было его?
Выключать не пробовали?
Там кто был?
Поможете добрым советом?
Ткнуть во что?
Вы нырять любите?
Кто-нибудь еще сталкивался?
Развивают внутренний туризм?
Бабла мало дали?
А толку то?
Ожидаются новые беспорядки?
Человек остался жив?
Куда мир катится?
Никто не плавал?
Может фотографии имеются?
А где берете?
Прокомментируете, товарищи?
Смогу там найти?
Останавливались в Панде?
Вы чартером летите?
Как лучше искать?
Может что слышали?
Акул не боитесь?
Там есть рынок?
Кто был испуган?
Вы чувствуете это?
Как его наказать?
Надеюсь в 7%?
Какой входной канал?
Когда ждать инструкций?
Куда листки запинал?
Почему перестали писать?
Везли в итоге?
Так холопки работали?
Как складывается кругосветка?
Можете описать его?
Ты ещё приедешь?
Все оправдания ищем?
Рамадан уже начался?
Не понимаешь меня?
Куда ты смотришь?
Почему не хочешь?
Фараулю брать будешь?
Произошла очень неожиданно?
Ты его звал?
Что будем жрать?
Может, Луанда?
Махмуд хочет играться?
Неужели тоже танцуете?
Чего он может?
Бронировали без проблем?
Вообще нельзя плавать?
В Египте обманывают?
Душ там есть?
Какой камерой снимали?
Кто стащил вещи?
Почем отель вышел?
КАК туда войти?
Может страну озвучите?
Удалось как-то решить?
Может кто-нибудь едет?
Или приехал только что?
Как назад полетите?
А транзит состоялся?
Какова цель поездки?
Пластиковые карты принимают?
Кто-нибудь там отдыхал?
Сами сможем доехать?
Мы меняем тему?
Кто там тусуется?
Может кто-нибудь ответит?
Уж наверное открыли?
Где взять приглашение?
Где сделать перевод?
Планы не поменялись?
Контактов не оставляли?
А может мальта?
Ссылочку не дадите?
Кто же тупит?
Бронь отеля подойдет?
Может кто-то прокомментировать?
Была по дороге?
Сколько стоила машина?
Или не закончился?
Какой бюджет получился?
Может есть фото?
Вы брали путевку?
Выпишут ли ее?
Оставаться ли мне?
Как смотреть Ассекрем?
Кто хвалит Таиланд?
Они сильно отличаются?
Другие подходы есть?
ЗАЧЕМ детей убивать?
Под волнения попали?
Как агентство называется?
До НГ появится?
Какими путеводителями пользовались?
Чему научились?
Вы так считаете?
Где покупать билеты?
Подскажите как лучше?
Какой навигацией пользовались?
Понадобятся ли кошки?
Что нельзя делать?
Чего порекомендуете посмотреть?
Вернулись из путешествия?
Там купаться реально?
Вы уже улетели?
А как проверяли?
Отпишись как прилетишь?
По горам ходили?
А где увидели?
Кто же знает?
Смотреть там нечего?
Понравилось ли Марокко?
Почему не катят?
Мекнес осознанно пропускаете?
Еда не входила?
Какие порты использовать?
Есть смысл экономить?
Есть ли советы?
Вообще не ложиться?
Прилетать куда будете?
Кто-нибудь туда ездил?
Грабят ли вообще?
Можно я влезу?
Сколько такси стоит?
Можете удалить темку?
Вы телепортацией обладаете?
Как планируете перемещаться?
Кто знает такое?
Организуются ли экскурсии?
Когда планируете выезд?
Какой маршрут посоветуете?
Может кайт попробовать?
Может, реконструируют?
Думаете, мало?
Вы бы соблюдали?
Может упражнения какие?
Какими стеклами снимали?
Давно ли ездили?
Никто не опоздал?
В океане купались?
На чем передвигались?
Не знают города?
Может, посоветуете?
Готовился ли я?
Вам было комфортно?
Она есть везде?
Чем снимали фото?
Что, простите?
На пленку снимали?
Или не дописали?
Хотите подкачать ноги?
Не хотите присоединиться?
А как распознаются?
Достоен потраченного времени?
Куда все ушли?
Обсудим философские проблемы?
Экономят что ль?
Как будет нет?
Как будет завтра?
Кстати чем снимаете?
Остановились у перехода?
Может, купить?
Куда мы приехали?
Жильё подробно опишите?
Как столько нагорело?
Кто его разберет?
Какой маршрут наметили?
Тогда что спрашивала?
И как успеть?
Чем завлекаешь людей?
Понравилось ли мне?
Есть ли шанс?
Когда фотки выложишь?
Как выбрать мотоцикл?
Как готовить мотоцикл?
Знаете такое место?
А может рискнуть?
Почему не затащить?
Не получается оплатить?
Кто что выбирает?
А сертификаты спрашивают?
Были ли накладки?
Это имеет смысл?
На Нунгви были?
АТМ там есть?
А где брали?
Координаты не подскажите?
Или резервируют бесплатно?
Чего где видел?
Поплавать хоть можно?
Кого можно увидеть?
Где планируете жить?
Подойдут ли джинсы?
Одной компанией летите?
Какие авиалинии смотреть?
Удалось выяснить что-нибудь?
Через кого заказывали?
Ночевали в палатках?
Симку уже отдали?
Комары вообще кусали?
Вдруг Вы знаете?
Сами готовить будете?
Какой маршрут понравился?
Платят на выходе?
Можно еще поспрашивать?
Насколько он выполним?
Билеты уже купили?
Расскажите про впечатления?
Подъем на Килиманджаро?
Насорогов кто-нибудь видел?
Какую туркомпанию брать?
Куртка была нужна?
Куда они улетели?
Спрашиваю, зачем?
Можно еще спрошу?
Подробный фотоотчет будет?
Что кто думает?
Какими агенствами пользовались?
Это кто предлагает?
Если забронировать перелет?
А чем летели?
Как лучше передвигаться?
Что можно ожидать?
Что будет дешевле?
Как купить билет?
Может таким способом?
Или угнать могут?
Вы чего обижаетесь?
Какой будет ценник?
Или кто знает?
Вы уже купили?
Где посоветуете встречать?
И вообще отмечают?
Кому-нибудь там понравилось?
И где искать?
И куда ехать?
А когда вылетаете?
Фотографии сделать заранее?
Есть фото бунгало?
Вы что-нибудь фотографировали?
Там море есть?
Где брали билеты?
А еще будут?
Хотя почему думал?
Чему было радоваться?
Или не выходит?
Какая цель поездки?
Вы во сколько прилетаете?
Переселяюсь в Дубаи?
Всё правильно понял?
Есть ли прецеденты?
Рыбачить как Иисус?
Зачем тут писать?
Ссылочкой не угостите?
Вы уже летали?
Спрашивают на границе?
Может закончились заготовки?
Или могут завернуть?
Мы точно приехали?
Подбросите до Лоянгалани?
Сколько стоят бобы?
Кто предложил опубликовать?
Когда ходить купаться?
Как Вы ориентировались?
Как тваи дела?
А животные будут?
А вдруг придерутся?
Что долго думать?
Хотя как знать?
Вы это пробовали?
МИНИ - ВЕН?
Пуховые можно брать?
Как бы посмотреть?
Почему мы расстроились?
Где вы заправлялись?
Быстро ли собирались?
Че хотели то?
Может погода способствует?
Может, прокатит?
Видели большую пятерку?
Вы видео смотрели?
Может что подскажешь?
Диких зверей фотографируешь?
Чего дальше ждать?
Когда кончится дождь?
Что делают встречные?
Красивые закаты были?
Камнями не забросают?
Вы что офигели?
Стоит ли продолжать?
Еще чем летели?
Когда продолжите?
Ей понравилась поездка?
Почему не дошел?
Кто отдыхал там?
Кому что понравилось?
Может в Танзанию?
Есть там такие?
И сколько заплатили?
Может надо кому?
Где жить собираетесь?
Где Вас найти?
Есть магазинчики живописи?
Зачем убрали ссылку?
Никак не может?
Что сделал я?
Каким спреем пользовались?
А стирают хоть?
Может быть матрешку?
Какую тропу выбрали?
Вы покупали тур?
Особенности произношения есть?
Ударения куда ставятся?
А когда едете?
Что тогда происходит?
Сколько стоит авиаперелёт?
И как живется?
Или есть противопоказания?
Какой дорогой едем?
А где понравилось?
Как живут они?
Я теперь умру?
Когда ж поедем?
Разучились плести юбки?
Фото мамбы есть?
Поздравим от России?
Он живет здесь?
Его можно увидеть?
Где глину берут?
Знаешь такую страну?
Как я рассуждала?
Сколько обошлась поездка?
Зарабатывают на туристах?
Как отель называется?
Болеют ли местные?
Как сложилась поездка?
Машину будете брать?
Где стоит заночевать?
Не светить баблом?
Кто где ищет?
Будет ли роуминг?
Может кто-то ездил?
Может это обман?
Может ссылочкой кинете?
Потом напишете отчет?
Сколько стоил тур?
Возможно будет плавать?
Привезли с собой?
Взяли в аренду?
Стоит ли связываться?
Какие меры предпринимать?
Сколько стоил кемпинг?
Или не заморачиваться?
Кто смотрел китов?
Есть ли европейцы?
Неужели там налетели?
Что здесь обсуждать?
Может панарамку сделаем?
Где такое увидишь?
Или берут все?
Какой месяц посоветуете?
Я правильно выбрала?
Там есть бушмены?
Рейсы не отменяют?
Стекла, колеса?
Что дальше делаем?
Искать местное агенство?
Может появились идеи?
Как их расшевелить?
Может врет снова?
Опять посольство гонит?
Можно было славить?
Как расставить приоритеты?
И качество понравилось?
Насколько он проходим?
По-прежнему не пускают?
Получиться ли быстрее?
Сам что посоветуешь?
Может такси вызвать?
Может лучше поездом?
Темнеет же поздно?
Как ДР отметили?
Сколько надо платить?
Неужели разум возобладал?
Рисковать или нет?
Болезни легко цепляются?
Давно подавали доки?
Или можно обойтись?
Неужели жизнь налаживается?
Такой ответ пойдет?
По существу есть что-то?
А можно дышать?
Что значит можно?
Ты ее видишь?
Не привыкли тесниться?
Не боитесь воровства?
А как уснуть?
Как полиция отнесется?
А может придет?
Или не придет?
Или дожди прошли?
Вы ворота закрывали?
Бросится или нет?
Всю ночь пил?
Политкорректно грехи замаливают?
Едет почти сутки?
Было иногда трудно?
Было иногда страшно?
Было это клево?
Не обратили внимания?
Вернусь ли сюда?
Как искали животных?
Значит он лоханулся?
А вы вылечились?
Или напоминает время от времени?
Почему я рискнул?
Почему молчит Арсений?
Кем хочешь стать?
Что осталось вспомнить?
Как помочь им?
Будем плыть лодкой?
Вдруг звери придут?
А кто требовал?
Разочаровались ли мы?
Ты видишь гепардов?
Неужели они плачут?
В Замбии брали?
Кто это решит?
Вы не пробовали?
Что же понравилось?
Угощал своей стряпней?
Не ели устриц?
Ну что поехали?
Но какие правила?
Вы меняли его?
Вы когда вернулись?
Как это описать?
Во сколько удалось выехать?
Это кто постарался?
Что делать тут?
И что едят?
Ничего не путаешь?
Чего сюда занесло?
Какие закавыки есть?
Но куда отправиться?
Может быть зря?
Что делать собираетесь?
Как собираетесь добираться?
В Бангкоке зависните?
Может быть Самуи?
Они её утилизировали?
Пошли в музей?
Куда гоним то?
Не знаете языка?
Как проходит сафари?
Поесть вкусных стейков?
Ты куда пошла?
А будет продолжение?
Требуются ли прививки?
Куда прошвырнуться утром?
Куда прошвырнуться днем?
На авто будете?
Какие парки посетить?
Еще не передумали?
Вы покупали алмазы?
Замуж выйти удалось?
Как оптимально защитится?
Кто может пособить?
Что едите сами?
Можно ли ехать?
Или ограничиться догонами?
В Мали едите?
Визы какие-нибудь получали?
КАК фотку прикрепить?
Вы покинули Конго?
Никто не воюет?
Какой напрашивается вывод?
Славяне хоть есть?
Был ли опыт?
Дальше будут сложности?
Чё нить прорабатывал?
Пользоваться местными забегаловками?
Как все это понимать?
Сколько стоило посещение?
Или ближе есть?
Кто туда летает?
Почему хочу туда?
Прилетаете в Дакар?
Как будете получать?
Как это преодолеть?
Можно ли договориться?
А чего шокирует?
Может быть Котону?
Потерял на сафари?
Что-то не понял?
А стоимость прикидывал?
Сколько стоит жильё?
Какое преступленин совершил?
Может кто рискнет?
Собираются запустить обратно?
Валера тоже ездил?
А где получал?
А когда летите?
Ваша цель пребывания?
Как визу получать?
Может ссылку дадите?
Дают ли мульти?
Какова цель визита?
Может что-то поменялось?
Нацпарки есть какие-нибудь?
А что едят?
Не будет уже?
Куда мы поедем?
Может денег даст?
Где брать бумагу?
Нужно помыть руки?
Продолжение отчёта будет?
Кто бы разъяснил?
Что нас ждет?
Что значит местные?
Или продолжение следует?
Сколько она стоит?
Или я преувеличиваю?
Вы когда летали?
Что значит постоянно?
Что значит шикарные?
Сколько дней выделить?
Куда лучше лететь?
Что можно добавить?
КАК нашли адрес?
Вы видели елки?
Неужели бесплатно приютил?
А если заплатить?
Как близко подплывали?
Не страшноватенько было?
Фото красоток будут?
В Нигерии был?
Можете себе представить?
Что страшно стало?
А может рванем?
Кто помнит точно?
Когда планируешь вернуться?
И я фотографировал?
Растительность есть какая?
Куда делись силы?
Там что-то ездит?
Их можете рекомендовать?
Чего ещё расскажете?
Как туда попали?
Спрашиваю, где?
Как прошло путешествие?
Есть где-нибудь отзыв?
Почему Панган игнорируете?
Вдруг не разобьемся?
Стоит ли проехаться?
Не вернулись еще?
Есть ли банкоматы?
Что значит хуже?
Как обстоит преступность?
Какие мысли будут?
Спрашивают ли прививки?
Ваш план удался?
Так как все прошло?
Деньги как передать?
Почему не рассматривается?
Легко ли отдирается?
Зачем я фотографирую?
Кто помнит запах?
Чего они жаждут?
Билайн не ловит?
Есть ещё перлы?
Какой был агент?
На гору сходим?
Чем занимаются Эфиопы?
Когда оно открылось?
Подбросить вас туда?
Сколько вас было?
Что есть экзотика?
Тоже купаться будешь?
Есть какой-нибудь секрет?
Стоит ему доверять?
Как проверить лицензию?
Может кто-нибудь просвятить?
Экономим на туре?
Сравнивать не пытались?
Поехали в Эфиопию?
А меня посылаешь?
Будешь меня снимать?
Ну что танцуем?
Как искать отель?
На частнике поедешь?
Вы куда-нибудь ездили?
С ума сходит?
Почему не едят?
Прокатиться не желаете?
Что же есть?
Мозги не трахали?
Прям продемонстрировать надо?
Пустят, нет?
Вы где были?
Дрова где брать?
Зачем там жить?
Может местные мутили?
Есть ли волны?
А почему жалеете?
Холодно ли купаться?
Такой вариант подойдет?
Где видели цену?
И что посмотрели?
Откуда есть лоукосты?
Почему говорю всегда?
Как проходят вечера?
Их пляжами пользовались?
С чем сравнивать?
Что значит обломают?
Мне начинать бояться?
Как его передать?
Ага, съела?
Давайте как-нибудь пересечемся?
Что еще забыл?
Где жить будете?
Есть мнения фото?
Чего детишки говорят?
Что увидеть хотите?
Что значит спокойнее?
А кто подтвердит?
Какие детали сравнить?
Как все это совместить?
Ханты не замерзли?
Помните одноименный фильм?
Что посмотреть вокруг?
Дороги не размывает?
В водопаде искупался?
Нормальные больницы существуют?
Цена соответствует действительности?
Кто так был?
Или тащить наличку?
Сколько дней ехали?
На Мадагаскар собрались?
На чем остановиться?
Как именно стыкуем?
Горелку рекомендуете брать?
Чем мы расплачивались?
Хотите фото посмотреть?
Легко ли добраться?
Есть ли сведения?
Может что-то исключить?
Или собираете чемоданы?
Маршрут не изменился?
Как организовывали поездку?
Поездка стоит того?
Там есть отели?
А Брукезии попадались?
Бутылку вы забрали?
Всех подряд шмонают?
Как это решается?
Много было дождей?
Вы вдвоем ездили?
Лимонов не было?
Зачем продолжать оффтоп?
Портреты взрослых будут?
Снимали или нет?
Еще будет продолжение?
Какой объектив использовали?
Какой маршрут запланировали?
Неужто не успеем?
Неужели потомки ухаживают?
Повернули бы назад?
Сколько туда ехать?
Во сколько примерно выезжали?
Как по-английски называется?
Может здесь ошибка?
Не попадались часто?
Есть контакты водителя?
Вы не спутали?
Ну что смотришь?
Че бы пожрать?
А времени сколько?
Может не интересно?
Пляжи какие понравились?
Можно ли дойти?
Там есть такси?
Есть хорошее мясо?
Стоит ли лететь?
Большая компания набирается?
Почему люди путешествуют?
И такое бывает?
Они точно ограждают?
Еще есть пожелания?
До марта дотерпите?
Где лучше менять?
А топили чем?
Где она берется?
Как реагирует персонал?
Была ли акклиматизация?
Как поступить лучше?
Где неверно посчитал?
Как шатл выглядит?
А здесь были?
